央视频道,#genre#
浙江卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225703/index.m3u8
浙江卫视,http://39.134.66.110/PLTV/88888888/224/3221225880/index.m3u8
浙江卫视,http://140.207.241.3:8080/live/program/live/zjwshd/4000000/mnf.m3u8
浙江卫视,http://39.134.66.66/PLTV/88888888/224/3221225514/index.m3u8
辽宁卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225696/index.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://140.207.241.3:8080/live/program/live/lnwshd/4000000/mnf.m3u8
江西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225746/index.m3u8
江西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225705/index.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8
江西卫视,http://140.207.241.3:8080/live/program/live/jxwshd/4000000/mnf.m3u8
江苏卫视,http://117.148.179.175/PLTV/88888888/224/3221231447/index.m3u8
江苏卫视,http://183.207.255.197/live/program/live/jswshd/2300000/mnf.m3u8
江苏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225702/index.m3u8
江苏卫视,http://39.134.66.110/PLTV/88888888/224/3221225882/index.m3u8
江苏卫视,http://39.134.66.110/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视,http://140.207.241.3:8080/live/program/live/jswshd/4000000/mnf.m3u8
江苏卫视,http://39.134.66.66/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8
东方卫视,http://183.207.255.197/live/program/live/hddfws/2300000/mnf.m3u8
东方卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225659/index.m3u8
东方卫视,http://39.134.66.110/PLTV/88888888/224/3221225865/index.m3u8
东方卫视,http://140.207.241.3:8080/live/program/live/hddfws/4000000/mnf.m3u8
广东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225701/index.m3u8
广东卫视,http://39.134.66.110/PLTV/88888888/224/3221225966/index.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8
广东卫视,http://140.207.241.3:8080/live/program/live/gdwshd/4000000/mnf.m3u8
天津卫视,http://117.148.179.146/PLTV/88888888/224/3221228905/index.m3u8
天津卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225698/index.m3u8
天津卫视,http://39.134.66.110/PLTV/88888888/224/3221225878/index.m3u8
天津卫视,http://140.207.241.3:8080/live/program/live/tjwshd/4000000/mnf.m3u8
山东卫视,http://117.148.179.137/PLTV/88888888/224/3221227909/index.m3u8
山东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225697/index.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
山东卫视,http://140.207.241.3:8080/live/program/live/sdwshd/4000000/mnf.m3u8
湖北卫视,http://117.148.179.142/PLTV/88888888/224/3221231888/index.m3u8
湖北卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225699/index.m3u8
湖北卫视,http://39.134.66.110/PLTV/88888888/224/3221225871/index.m3u8
湖北卫视,http://140.207.241.3:8080/live/program/live/hbwshd/4000000/mnf.m3u8
安徽卫视,http://117.148.179.177/PLTV/88888888/224/3221230215/index.m3u8
安徽卫视,http://183.207.255.197/live/program/live/ahwshd/2300000/mnf.m3u8
安徽卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225691/index.m3u8
安徽卫视,http://140.207.241.3:8080/live/program/live/ahwshd/4000000/mnf.m3u8
四川卫视,http://117.148.179.142/PLTV/88888888/224/3221231885/index.m3u8
四川卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225733/index.m3u8
河北卫视,http://117.148.179.179/PLTV/88888888/224/3221231411/index.m3u8
河北卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225732/index.m3u8
贵州卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225728/index.m3u8
贵州卫视,http://39.134.66.110/PLTV/88888888/224/3221225974/index.m3u8
山西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225730/index.m3u8
东南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u8
东南卫视,http://39.134.66.110/PLTV/88888888/224/3221225863/index.m3u8
东南卫视,http://140.207.241.3:8080/live/program/live/dnwshd/4000000/mnf.m3u8
青海卫视,http://117.148.179.151/PLTV/88888888/224/3221231435/index.m3u8
青海卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225727/index.m3u8
云南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225664/index.m3u8
河南卫视,http://117.148.179.144/PLTV/88888888/224/3221231514/index.m3u8
河南卫视,http://39.134.66.110/PLTV/88888888/224/3221225988/index.m3u8
陕西卫视,http://117.148.179.156/PLTV/88888888/224/3221231408/index.m3u8
陕西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225729/index.m3u8
内蒙古卫视,http://117.148.179.151/PLTV/88888888/224/3221231478/index.m3u8
内蒙古卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225667/index.m3u8
宁夏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225726/index.m3u8
甘肃卫视,http://117.148.179.158/PLTV/88888888/224/3221231393/index.m3u8
甘肃卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225724/index.m3u8
新疆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225725/index.m3u8
兵团卫视,http://117.148.179.162/PLTV/88888888/224/3221231469/index.m3u8
厦门卫视,http://117.148.179.134/PLTV/88888888/224/3221229184/index.m3u8
广西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225731/index.m3u8
吉林卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225680/index.m3u8
吉林卫视,http://39.134.66.110/PLTV/88888888/224/3221225981/index.m3u8
龙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225690/index.m3u8
西藏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225723/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视,http://39.134.66.110/PLTV/88888888/224/3221225985/index.m3u8
黑龙江卫视,http://140.207.241.3:8080/live/program/live/hljwshd/4000000/mnf.m3u8
金牌综艺,http://39.134.66.110/PLTV/88888888/224/3221225525/index.m3u8
港台综合,http://39.135.55.105:6610/PLTV/88888888/224/3221227226/index.m3u8?servicetype=1
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://39.135.55.105:6610/PLTV/88888888/224/3221227222/index.m3u8?servicetype=1
湖南卫视,http://117.148.179.172/PLTV/88888888/224/3221231729/index.m3u8
湖南卫视,http://117.148.179.135/PLTV/88888888/224/3221230206/index.m3u8
湖南卫视,http://117.148.179.148/PLTV/88888888/224/3221230824/index.m3u8
江苏卫视,http://117.148.179.175/PLTV/88888888/224/3221231447/index.m3u8
浙江卫视,http://117.148.179.140/PLTV/88888888/224/3221229352/index.m3u8
浙江卫视,http://117.148.179.136/PLTV/88888888/224/3221231567/index.m3u8
广东卫视,http://117.148.179.141/PLTV/88888888/224/3221231891/index.m3u8
广东卫视,http://117.148.179.159/PLTV/88888888/224/3221231502/index.m3u8
北京卫视,http://117.148.179.168/PLTV/88888888/224/3221231732/index.m3u8
天津卫视,http://117.148.179.146/PLTV/88888888/224/3221228905/index.m3u8
山东卫视,http://117.148.179.137/PLTV/88888888/224/3221227909/index.m3u8
湖北卫视,http://117.148.179.142/PLTV/88888888/224/3221231888/index.m3u8
湖北卫视,http://117.148.179.134/PLTV/88888888/224/3221231523/index.m3u8
黑龙江卫视,http://117.148.179.141/PLTV/88888888/224/3221231967/index.m3u8
黑龙江卫视,http://117.148.179.162/PLTV/88888888/224/3221231520/index.m3u8
安徽卫视,http://117.148.179.177/PLTV/88888888/224/3221230215/index.m3u8
辽宁卫视,http://117.148.179.152/PLTV/88888888/224/3221231802/index.m3u8
江西卫视,http://117.148.179.141/PLTV/88888888/224/3221231964/index.m3u8
江西卫视,http://117.148.179.157/PLTV/88888888/224/3221231511/index.m3u8
四川卫视,http://117.148.179.142/PLTV/88888888/224/3221231885/index.m3u8
四川卫视,http://117.148.179.176/PLTV/88888888/224/3221231517/index.m3u8
河北卫视,http://117.148.179.179/PLTV/88888888/224/3221231411/index.m3u8
山西卫视,http://117.148.179.169/PLTV/88888888/224/3221231444/index.m3u8
青海卫视,http://117.148.179.151/PLTV/88888888/224/3221231435/index.m3u8
云南卫视,http://117.148.179.141/PLTV/88888888/224/3221231499/index.m3u8
河南卫视,http://117.148.179.144/PLTV/88888888/224/3221231514/index.m3u8
陕西卫视,http://117.148.179.156/PLTV/88888888/224/3221231408/index.m3u8
吉林卫视,http://117.148.179.164/PLTV/88888888/224/3221231472/index.m3u8
广西卫视,http://117.148.179.164/PLTV/88888888/224/3221231600/index.m3u8
西藏卫视,http://117.148.179.162/PLTV/88888888/224/3221231558/index.m3u8
内蒙古卫视,http://117.148.179.151/PLTV/88888888/224/3221231478/index.m3u8
甘肃卫视,http://117.148.179.158/PLTV/88888888/224/3221231393/index.m3u8
新疆卫视,http://117.148.179.183/PLTV/88888888/224/3221231451/index.m3u8
兵团卫视,http://117.148.179.162/PLTV/88888888/224/3221231469/index.m3u8
厦门卫视,http://117.148.179.134/PLTV/88888888/224/3221229184/index.m3u8
四海钓鱼,http://117.148.179.159/PLTV/88888888/224/3221231718/index.m3u8
环球旅游,http://117.148.179.154/PLTV/88888888/224/3221231712/index.m3u8
嘉佳卡通,http://117.148.179.144/PLTV/88888888/224/3221231483/index.m3u8
金鹰纪实,http://117.148.179.141/PLTV/88888888/224/3221231582/index.m3u8
江苏教育,http://117.148.179.158/PLTV/88888888/224/3221231631/index.m3u8
优漫卡通,http://117.148.179.183/PLTV/88888888/224/3221231574/index.m3u8
山东教育,http://117.148.179.157/PLTV/88888888/224/3221231549/index.m3u8

晴天SP,#genre#
彩虹e台,mitv://ns2.hellotvvod.com:9906/cf20d76adc714fbdb4ca78d04e7f5603
彩虹电影台,mitv://ns2.hellotvvod.com:9906/ef5cd5a18d82469ea6830b713e656180
LOOK TV,mitv://ns2.hellotvvod.com:9906/ca1959a12bf04d05a7df2125f42bea99
潘朵啦玩美台,mitv://ns2.hellotvvod.com:9906/8554e4b24e8a4d2eb771005b728c4691
惊艳成人电影台,mitv://ns2.hellotvvod.com:9906/da3a9baff14347fc9a6ec367b9f27e8d
松视1台,mitv://ns2.hellotvvod.com:9906/5bcef50ca4774f3faac7dfb84bc35c28
松视2台,mitv://ns2.hellotvvod.com:9906/a86e3e4084f540f8a543ac352cf78176
潘朵啦粉红台,mitv://ns2.hellotvvod.com:9906/c132df43fcee4b919900dcda1258a095
PLAYBOY,mitv://ns2.hellotvvod.com:9906/015e18b380f24e9da4daa517ab6c0b20
香蕉台,mitv://ns2.hellotvvod.com:9906/f4aae30970484539ad3f4f778577fedb
HOT,mitv://ns2.hellotvvod.com:9906/c19c9d13d0834e95b98c8f80b05e2dde
松视3台,mitv://ns2.hellotvvod.com:9906/13b8116f51a942de95838f778b25a9fd
JStar极限台,mitv://ns2.hellotvvod.com:9906/8b72c05e74bf4f8592b362b26f48bb01
HAPPY,mitv://ns2.hellotvvod.com:9906/e58aef6e0ffc43b486ae2b0973629659
K,mitv://ns2.hellotvvod.com:9906/3b92a81a1acd403e801b899150d2bf50
Взрослые,#genre#
Кино 18+ HD,https://v2.catcast.tv/content/40381/index.m3u8
Русская Ночь,http://46.174.83.66/Russkaya_Noch/video.m3u8
Русская Ночь HD,http://spacetv.in/stream/DKQ6M3GWVG1/54.m3u8
A3Bikini,https://vcnbikininetwork.teleosmedia.com/stream/bikininetwork/a3bikini/playlist.m3u8
Babestation24,http://sdn-global-live-streaming-packager-cache.3qsdn.com/9528/9528_264_live.m3u8
BRAZZERS TV,http://46.181.193.122:81/udp/239.255.42.220:1234
Eropuls DE,https://api.alpaca.t62a.com/hls/9108/stream0.m3u8
Erox HD,http://94.229.250.73:8008/play/a002
Extasy 4K,http://213.81.133.133:8080/extasy4k/index.m3u8
Extasy HD,http://213.151.233.20:8000/dna-6233-tv-pc.m3u8
Exxxotica HD,http://spacetv.in/stream/DKQ6M3GWVG1/57.m3u8
Hustler HD,http://46.181.193.122:81/udp/239.255.43.53:1234
Hustler TV,http://78.83.191.18:8000/play/a078
Miami TV Jenny Live,https://59ec5453559f0.streamlock.net/JennyLive/JennyLive/playlist.m3u8
Miami TV Latino,https://5ee7c2b857b7f.streamlock.net/latino/latino/playlist.m3u8
Miami TV México,https://59ec5453559f0.streamlock.net/mexicotv/smil:miamitvmexicoROKU/playlist.m3u8
Miami TV Jenny For You,https://59ec5453559f0.streamlock.net/jennyforyou/jennyforyou/playlist.m3u8
O-la-la,http://92.242.14.114:4022/udp/225.0.55.234:1234
PINK EROTICA 1,http://54.36.123.36:8080/PinkErotic1/index.m3u8
PINK EROTICA 2,http://54.36.123.36:8080/PinkErotic2/index.m3u8
PINK EROTICA 3,http://54.36.123.36:8080/PinkErotic3/index.m3u8
PINK EROTICA 4,http://54.36.123.36:8080/PinkErotic4/index.m3u8
PINK EROTICA 5,http://54.36.123.36:8080/PinkErotic5/index.m3u8
PINK EROTICA 6,http://54.36.123.36:8080/PinkErotic6/index.m3u8
PINK EROTICA 7,http://54.36.123.36:8080/PinkErotic7/index.m3u8
PINK EROTICA 8,http://54.36.123.36:8080/PinkErotic8/index.m3u8
Pinko Club,http://93.152.174.144:4000/play/pinkotv/index.m3u8
Playboy,http://spacetv.in/stream/DKQ6M3GWVG1/56.m3u8
Redlight HD,http://93.152.174.144:4000/play/privatetv1/index.m3u8
Redlight HD,http://109.200.130.123:7032/play/353
Visit-X TV,https://stream.visit-x.tv/vxtv/ngrp:live_all/playlist.m3u8
Vivid Red HD,http://109.200.130.123:7032/play/a00g
Shemale Tube TV HD,https://www.ast.tv/stream/1/master.m3u8
Shemale Tube TV 2 HD,https://www.ast.tv/stream/2/master.m3u8
MyCamTV Anal,http://live.mycamtv.com/anal.m3u8
MyCamTV Arab Girls,http://live.mycamtv.com/arab.m3u8
MyCamTV Asian Girls,http://live.mycamtv.com/asian.m3u8
MyCamTV Big Ass Girls,http://live.mycamtv.com/bigass.m3u8
MyCamTV Blonde Girls,http://live.mycamtv.com/blonde.m3u8
MyCamTV Blowjob,http://live.mycamtv.com/blowjob.m3u8
MyCamTV Brunette Girls,http://live.mycamtv.com/brunette.m3u8
MyCamTV Ebony Girls,http://live.mycamtv.com/ebony.m3u8
MyCamTV Girls Squirt,http://live.mycamtv.com/squirt.m3u8
MyCamTV Latina Girls,http://live.mycamtv.com/latina.m3u8
MyCamTV Mature,http://live.mycamtv.com/bigtits.m3u8
MyCamTV Medium Girls,http://live.mycamtv.com/medium.m3u8
MyCamTV MILF,http://live.mycamtv.com/milf.m3u8
MyCamTV Skinny Girls,http://live.mycamtv.com/skinny.m3u8
MyCamTV Teen Girls,http://live.mycamtv.com/teen.m3u8
MyCamTV White Girls,http://live.mycamtv.com/white.m3u8
MyCamTV Young Girls,http://live.mycamtv.com/young.m3u8

AdultIPTV,#genre#
Anal,http://live.redtraffic.xyz/anal.m3u8
Anal,http://cdn.adultiptv.net/anal.m3u8
Asian,http://live.redtraffic.xyz/asian.m3u8
Asian,http://cdn.adultiptv.net/asian.m3u8
Big Ass,http://live.redtraffic.xyz/bigass.m3u8
Big Ass,http://cdn.adultiptv.net/bigass.m3u8
Big Dick,http://live.redtraffic.xyz/bigdick.m3u8
Big Dick,http://cdn.adultiptv.net/bigdick.m3u8
Big Tits,http://live.redtraffic.xyz/bigtits.m3u8
Big Tits,http://cdn.adultiptv.net/bigtits.m3u8
Blonde,http://live.redtraffic.xyz/blonde.m3u8
Blonde,http://cdn.adultiptv.net/blonde.m3u8
Blowjob,http://live.redtraffic.xyz/blowjob.m3u8
Blowjob,http://cdn.adultiptv.net/blowjob.m3u8
Brunette,http://live.redtraffic.xyz/brunette.m3u8
Brunette,http://cdn.adultiptv.net/brunette.m3u8
Compilation,http://live.redtraffic.xyz/compilation.m3u8
Compilation,http://cdn.adultiptv.net/compilation.m3u8
Cuckold,http://live.redtraffic.xyz/cuckold.m3u8
Cuckold,http://cdn.adultiptv.net/cuckold.m3u8
Fetish,http://live.redtraffic.xyz/fetish.m3u8
Fetish,http://cdn.adultiptv.net/fetish.m3u8
Gangbang,http://live.redtraffic.xyz/gangbang.m3u8
Gangbang,http://cdn.adultiptv.net/gangbang.m3u8
Gay,http://live.redtraffic.xyz/gay.m3u8
Gay,http://cdn.adultiptv.net/gay.m3u8
HardCore,http://live.redtraffic.xyz/hardcore.m3u8
HardCore,http://cdn.adultiptv.net/hardcore.m3u8
Interracial,http://live.redtraffic.xyz/interracial.m3u8
Interracial,http://cdn.adultiptv.net/interracial.m3u8
Latina,http://live.redtraffic.xyz/latina.m3u8
Latina,http://cdn.adultiptv.net/latina.m3u8
Lesbian,http://live.redtraffic.xyz/lesbian.m3u8
Lesbian,http://cdn.adultiptv.net/lesbian.m3u8
Live Cams,http://live.redtraffic.xyz/livecams.m3u8
Live Cams,http://cdn.adultiptv.net/livecams.m3u8
MILF,http://live.redtraffic.xyz/milf.m3u8
MILF,http://cdn.adultiptv.net/milf.m3u8
Pornstar,http://live.redtraffic.xyz/pornstar.m3u8
Pornstar,http://cdn.adultiptv.net/pornstar.m3u8
POV,http://live.redtraffic.xyz/pov.m3u8
POV,http://cdn.adultiptv.net/pov.m3u8
Rough,http://live.redtraffic.xyz/rough.m3u8
Rough,http://cdn.adultiptv.net/rough.m3u8
Russian,http://live.redtraffic.xyz/russian.m3u8
Russian,http://cdn.adultiptv.net/russian.m3u8
Teen,http://live.redtraffic.xyz/teen.m3u8
Teen,http://cdn.adultiptv.net/teen.m3u8
Threesome,http://live.redtraffic.xyz/threesome.m3u8
Threesome,http://cdn.adultiptv.net/threesome.m3u8

BuyAsapOnline 18+,#genre#
Hustler HD,http://Source-Streams.com:8081/buyasaponline/buyasaponline_26022019/1
Redlight HD,http://Source-Streams.com:8081/buyasaponline/buyasaponline_26022019/2
Private TV,http://Source-Streams.com:8081/buyasaponline/buyasaponline_26022019/3
Dorcel TV HD,http://Source-Streams.com:8081/buyasaponline/buyasaponline_26022019/4
DORCEL XXX TV,http://Source-Streams.com:8081/buyasaponline/buyasaponline_26022019/5
Vivid Red HD,http://Source-Streams.com:8081/buyasaponline/buyasaponline_26022019/6
Vixen HD,http://Source-Streams.com:8081/buyasaponline/buyasaponline_26022019/7
